split,edge_id,source_indices,target_indices,source,target,gc,gaussian_te,gaussian_cmi,canonical_cs,gc_canonical_error
confirmation,000001.SS+IMOEX.ME->^GSPC+^STI,0;2,5;12,000001.SS;IMOEX.ME,^GSPC;^STI,0.007522496099422682,0.003761248049711341,0.003761248049711341,0.0018857458556202358,5.004677228193088e-16
confirmation,000001.SS+IMOEX.ME->^GSPC+^STOXX50E,0;2,5;13,000001.SS;IMOEX.ME,^GSPC;^STOXX50E,0.0012673277488666201,0.0006336638744333101,0.0006336638744333101,0.0003169372191500849,4.507462111891236e-15
confirmation,000001.SS+IMOEX.ME->^HSI+^IXIC,0;2,6;7,000001.SS;IMOEX.ME,^HSI;^IXIC,0.010682531382219196,0.005341265691109598,0.005341265691109598,0.002679865922543653,3.3965885659625883e-15
confirmation,000001.SS+IMOEX.ME->^HSI+^KS11,0;2,6;8,000001.SS;IMOEX.ME,^HSI;^KS11,0.021236639780255473,0.010618319890127736,0.010618319890127736,0.0053494016249397165,6.487865800153259e-16
confirmation,000001.SS+IMOEX.ME->^HSI+^N100,0;2,6;9,000001.SS;IMOEX.ME,^HSI;^N100,0.007481001836538326,0.003740500918269163,0.003740500918269163,0.001875100038231905,1.7399276464047375e-15
confirmation,000001.SS+IMOEX.ME->^HSI+^N225,0;2,6;10,000001.SS;IMOEX.ME,^HSI;^N225,0.03521715402483494,0.01760857701241747,0.01760857701241747,0.008919597739519732,4.3021142204224816e-16
confirmation,000001.SS+IMOEX.ME->^HSI+^NZ50,0;2,6;11,000001.SS;IMOEX.ME,^HSI;^NZ50,0.035238551383450556,0.017619275691725278,0.017619275691725278,0.008924719174717387,-3.5041414214731503e-15
confirmation,000001.SS+IMOEX.ME->^HSI+^STI,0;2,6;12,000001.SS;IMOEX.ME,^HSI;^STI,0.02577362966886909,0.012886814834434546,0.012886814834434546,0.006496741409692828,-8.326672684688674e-17
confirmation,000001.SS+IMOEX.ME->^HSI+^STOXX50E,0;2,6;13,000001.SS;IMOEX.ME,^HSI;^STOXX50E,0.009058828093152727,0.004529414046576363,0.004529414046576363,0.0022719719551741744,2.031361190368841e-15
confirmation,000001.SS+IMOEX.ME->^IXIC+^KS11,0;2,7;8,000001.SS;IMOEX.ME,^IXIC;^KS11,0.007361400758824743,0.0036807003794123716,0.0036807003794123716,0.0018454169107993124,-1.0555792351318871e-15
confirmation,000001.SS+IMOEX.ME->^IXIC+^N100,0;2,7;9,000001.SS;IMOEX.ME,^IXIC;^N100,0.0024252958415793557,0.0012126479207896779,0.0012126479207896779,0.0006066726072781535,1.2346894340264924e-15
confirmation,000001.SS+IMOEX.ME->^IXIC+^N225,0;2,7;10,000001.SS;IMOEX.ME,^IXIC;^N225,0.02600198837330936,0.01300099418665468,0.01300099418665468,0.006559884797575984,-1.6445178552260131e-15
confirmation,000001.SS+IMOEX.ME->^IXIC+^NZ50,0;2,7;11,000001.SS;IMOEX.ME,^IXIC;^NZ50,0.01434997661294446,0.00717498830647223,0.00717498830647223,0.003606239793016432,4.4287490341687885e-15
